Sonoxen;Doxylamini hydrogenosuccinas;Ludzki;;;12,5 mg;Tabletki powlekane;Doxylamini hydrogenosuccinas 12.5 mg
Sonoxen;Doxylamini hydrogenosuccinas;Ludzki;;;25 mg;Tabletki powlekane;Doxylamini hydrogenosuccinas 25 mg
SG-VAC LIVE;Salmonella enterica subsp. enterica, serovar Gallinarum, strain SGP695AV, Live;Weterynaryjny;;kura;Źywe, liofilizowane komórki Salmonella enterica subsp. enterica serowar Gallinarum/pullorumatenuowany szczep SGP695AV, nie mniej niż 2 × 10^8 CFU i nie więcej niż 1 × 10^9 CFU;Liofilizat do sporządzania zawiesiny doustnej;Salmonella enterica subsp. enterica, serovar Gallinarum, strain SGP695AV, Live 1000000000 CFU/1 dawka
Fixapost;Latanoprostum + Timololum;Ludzki;;;(50 mcg + 5 mg)/ml;Krople do oczu, roztwór w pojemniku jednodawkowym;Latanoprostum 50 micrograms/ml + Timololum 5 mg/ml 
Padviram;Efavirenzum + Emtricitabinum + Tenofovirum disoproxilum;Ludzki;;;600 mg + 200 mg + 245 mg;Tabletki powlekane;Efavirenzum 600 mg  + Emtricitabinum 200 mg + Tenofovirum disoproxilum 245 mg 
Emtenef;Efavirenzum + Emtricitabinum + Tenofovirum disoproxilum;Ludzki;;;600 mg  + 200 mg  + 245 mg ;Tabletki powlekane;Efavirenzum 600 mg  + Emtricitabinum 200 mg  + Tenofovirum disoproxilum 245 mg 
Lercan;Lercanidipini hydrochloridum;Ludzki;;;20 mg;Tabletki powlekane;Lercanidipini hydrochloridum 20 mg
Emtricitabine/Tenofovir disoproxil Mylan;Emtricitabinum + Tenofovirum disoproxilum;Ludzki;;;200 mg + 245 mg;Tabletki powlekane;Tenofovirum disoproxilum 245 mg + Emtricitabinum 200 mg
Zolmiles;Zolmitriptanum;Ludzki;;;2,5 mg;Tabletki ulegające rozpadowi w jamie ustnej;
Zahron Combi;Rosuvastatinum + Amlodipinum;Ludzki;;;10 mg + 5 mg;Kapsułki twarde;Rosuvastatinum calicum 10.4 mg + Amlodipini besilas 6.94 mg
Zahron Combi;Rosuvastatinum + Amlodipinum;Ludzki;;;10 mg + 10 mg;Kapsułki twarde;Rosuvastatinum calicum 10.4 mg + Amlodipini besilas 13.88 mg
Olpinat;Olanzapinum;Ludzki;;;10 mg;Tabletki powlekane;
Zahron Combi;Rosuvastatinum + Amlodipinum;Ludzki;;;20 mg + 5 mg;Kapsułki twarde;Rosuvastatinum calicum 20.8 mg + Amlodipini besilas 6.94 mg
Zahron Combi;Rosuvastatinum + Amlodipinum;Ludzki;;;20 mg + 10 mg;Kapsułki twarde;Rosuvastatinum calicum 20.8 mg + Amlodipini besilas 13.88 mg
Damelium;Lymecyclinum;Ludzki;;;408 mg;Kapsułki twarde;Lymecyclinum 408 mg
Tenofovir disoproxil Mylan;Tenofovirum disoproxilum;Ludzki;;;245 mg;Tabletki powlekane;Tenofovirum disoproxilum 245 mg
Doxatib;Doxycyclini hyclas;Weterynaryjny;;"kura 
świnia";500 mg/1 g;Proszek do podawania w wodzie do picia;Doxycyclini hyclas 500 mg/1 g
Loperamid Dr. Max;Loperamidi hydrochloridum;Ludzki;Loperamid Farmax;;2 mg ;Kapsułki twarde;Loperamidi hydrochloridum 2 mg 
Trelema;Lacosamidum;Ludzki;;;50/100/150/200 mg;Tabletki powlekane;Lacosamidum 50/100/150/200 mg
Amoxicillin Aurovitas;Amoxicillinum;Ludzki;;;1000 mg ;Tabletki do sporządzania zawiesiny doustnej;Amoxicillinum 1000 mg 
Amoxicillin Aurovitas;Amoxicillinum;Ludzki;;;750 mg ;Tabletki do sporządzania zawiesiny doustnej;Amoxicillinum 750 mg 
Amoxicillin Aurovitas;Amoxicillinum;Ludzki;;;500 mg ;Tabletki do sporządzania zawiesiny doustnej;Amoxicillinum 500 mg 
Aleve;Naproxenum natricum;Ludzki;;;220 mg;Tabletki powlekane;
Ibuprofen Forte APTEO MED;Ibuprofenum;Ludzki;;;400 mg ;Tabletki powlekane;Ibuprofenum 400 mg 
Ibuprofen APTEO MED;Ibuprofenum;Ludzki;;;200 mg ;Tabletki powlekane;Ibuprofenum 200 mg 
Rozatrav;Travoprostum;Ludzki;;;40 mcg/ml;Krople do oczu, roztwór;Travoprostum
Runaplax;Rivaroxabanum;Ludzki;;;10 mg ;Tabletki powlekane;Rivaroxaban 10 mg 
Runaplax;Rivaroxabanum;Ludzki;;;15 mg ;Tabletki powlekane;Rivaroxaban 15 mg 
Runaplax;Rivaroxabanum;Ludzki;;;20 mg ;Tabletki powlekane;Rivaroxaban 20 mg 
Rupaxa;Rupatadinum;Ludzki;;;10 mg;Tabletki;Rupatadini fumaras
Betadine;Povidonum iodinatum;Ludzki;;;100 mg/ml;Roztwór na skórę;
Kimoks;Moxifloxacinum;Ludzki;;;400 mg ;Tabletki powlekane;Moxifloxacinum 400 mg 
Fentanyl Kalceks;Fentanylum;Ludzki;;;0,05 mg/ml;Roztwór do wstrzykiwań;Fentanylum 0,05 mg/ml
Linezolid Krka;Linezolidum;Ludzki;;;2 mg/ml;Roztwór do infuzji;Linezolidum 2 mg/ml
Lercan;Lercanidipini hydrochloridum;Ludzki;;;10 mg;Tabletki powlekane;Lercanidipini hydrochloridum 10 mg
Symezet;Ezetimibum;Ludzki;Ezetimibe SymPhar;;10 mg ;Tabletki;Ezetimibum 10 mg 
Ezehron Duo;Rosuvastatinum + Ezetimibum;Ludzki;;;5 mg + 10 mg;Tabletki;Rosuvastatinum 5 mg  + Ezetimibum 10 mg 
Ezehron Duo;Rosuvastatinum + Ezetimibum;Ludzki;;;10 mg + 10 mg;Tabletki;Rosuvastatinum 10 mg  + Ezetimibum 10 mg 
Elenium;Chlordiazepoxidum;Ludzki;;;10 mg;Tabletki drażowane;
Imatinib Polpharma;Imatinibum;Ludzki;;;100 mg;Tabletki powlekane;Imatinibum 100 mg
Imatinib Polpharma;Imatinibum;Ludzki;;;200 mg;Tabletki powlekane;Imatinibum 200 mg
Imatinib Polpharma;Imatinibum;Ludzki;;;400 mg;Tabletki powlekane;Imatinibum 400 mg
Panacit;Paracetamolum;Ludzki;;;500 mg ;Tabletki;Paracetamolum 500 mg 
Asolfena;Solifenacini succinas;Ludzki;;;5 mg ;Tabletki powlekane;Solifenacini succinas 5 mg 
Asolfena;Solifenacini succinas;Ludzki;;;10 mg ;Tabletki powlekane;Solifenacini succinas 10 mg 
Ezehron Duo;Rosuvastatinum + Ezetimibum;Ludzki;;;20 mg + 10 mg;Tabletki;Rosuvastatinum 20 mg  + Ezetimibum 10 mg 
Pantoprazol Teva;Pantoprazolum;Ludzki;;;20 mg;Tabletki dojelitowe;
Diprogenta;Betamethasoni dipropionas + Gentamicinum;Ludzki;;;(0,64 mg + 1 mg)/g;Maść;Betamethasoni dipropionas 0.64 mg/g + Gentamicinum 1 mg/g
Lucetam;Piracetamum;Ludzki;;;1200 mg;Tabletki powlekane;Piracetamum 1200 mg
Agen 10;Amlodipinum;Ludzki;;;10 mg;Tabletki;Amlodipinum 10 mg
Eurican DAP;Szczepionka przeciw nosówce, adenowirozie i parwowirozie psów;Weterynaryjny;;pies; nie mniej niż nie więcej niżAtenuowany wirus nosówki psów, szczep BA5  nie mniej niż10^4,0 CCID50* nie więcej niż10^6,0 CCID50*Atenuowany adenowirus psów, typ 2, szczep DK13 nie mniej niż 10^2,5 CCID50* nie więcej niż 10^6,3 CCID50*Atenuowany parwowirus psów, typ 2, szczep CAG2 nie mniej niż 10^4,9 CCID50* nie wiecej niż 10^7,1 CCID50*(*CCID50: dawka zakażająca 50 % komórek hodowli);Liofilizat i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań;Szczepionka przeciw nosówce, adenowirozie i parwowirozie psów -
Diprogenta;Betamethasoni dipropionas + Gentamicinum;Ludzki;;;(0,64 mg + 1 mg)/g;Krem;
Eurican DAPPi;Szczepionka przeciw nosówce, adenowirozie, parwowirozie oraz wirusowi parainfluenzy psów;Weterynaryjny;;pies;Atenuowany wirus nosówki psów, szczep BA5 nie mniej niż 10^4,0 CCID50* nie więcej niż 10^6,0 CCID50*Atenuowany adenowirus psów, typ 2, szczep DK13 nie mniej niż 10^2,5 CCID50* nie więcej niż 10^6,3 CCID50*Atenuowany parwowirus psów, typ 2, szczep CAG2 nie mniej niż 10^4,9 CCID50* nie więcej niż 10^7,1 CCID50*Atenuowany wirus parainfluenzy psów, typ 2, szczep CGF 2004/75 nie mniej niż 10^4,7 CCID50* nie więcej niż 10^7,1 CCID50*(*CCID50: dawka zakażająca 50 % komórek hodowli);Liofilizat i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań;Szczepionka przeciw nosówce, adenowirozie, parwowirozie oraz wirusowi parainfluenzy psów -
Comboterol;Salmeterolum + Fluticasoni propionas;Ludzki;;;(25 mcg + 125 mcg)/dawkę inh.;Aerozol inhalacyjny, zawiesina;
Comboterol;Salmeterolum + Fluticasoni propionas;Ludzki;;;(25 mcg + 250 mcg)/dawkę inh.;Aerozol inhalacyjny, zawiesina;
Groprinosin Forte;Inosinum pranobexum;Ludzki;;;1000 mg;Granulat do sporządzania roztworu doustnego;Inosinum pranobexum 1000 mg
Hascovir;Aciclovirum;Ludzki;;;200 mg/5 ml;Zawiesina doustna;Aciclovirum 200 mg/5 ml
Nebivolol Genoptim;Nebivololi hydrochloridum;Ludzki;;;5 mg;Tabletki;Nebivololi hydrochloridum
Hascovir;Aciclovirum;Ludzki;;;400 mg/5 ml;Zawiesina doustna;Aciclovirum 400 mg/5 ml
Tylucyl;Tylosinum;Weterynaryjny;;"bydło 
świnia";200 mg/ml;Roztwór do wstrzykiwań;Tylozyna  200 mg/ml
Roxiper;Rosuvastatinum + tert-Butylamini perindoprilum + Indapamidum;Ludzki;;;10 mg + 4 mg + 1,25 mg;Tabletki powlekane;Rosuvastatinum + tert-Butylamini perindoprilum + Indapamidum
Starazolin Alergia;Olopatadinum;Ludzki;Olodon Allergy;;1 mg/ml;Krople do oczu, roztwór;Olopatadinum 1 mg/ml
Roxiper;Rosuvastatinum + tert-Butylamini perindoprilum + Indapamidum;Ludzki;;;20 mg + 4 mg + 1,25 mg;Tabletki powlekane;Rosuvastatinum + tert-Butylamini perindoprilum + Indapamidum
Roxiper;Rosuvastatinum + tert-Butylamini perindoprilum + Indapamidum;Ludzki;;;10 mg + 8 mg + 2,5 mg;Tabletki powlekane;Rosuvastatinum + tert-Butylamini perindoprilum + Indapamidum
Metcrean;Metformini hydrochloridum;Ludzki;;;500 mg;Tabletki powlekane;Metformini hydrochloridum 500 mg
Rhemox;Amoxicillinum trihydricum;Weterynaryjny;;"kaczka 
kura 
świnia 
Indyk";500 mg/g;Proszek do podania w wodzie do picia;Amoxicillinum trihydricum 500 mg/g
Roxiper;Rosuvastatinum + tert-Butylamini perindoprilum + Indapamidum;Ludzki;;;20 mg + 8 mg + 2,5 mg;Tabletki powlekane;Rosuvastatinum + tert-Butylamini perindoprilum + Indapamidum
Metcrean;Metformini hydrochloridum;Ludzki;;;850 mg;Tabletki powlekane;Metformini hydrochloridum 850 mg
Plenvu;Produkt złożony;Ludzki;;;-;Proszek do sporządzania roztworu doustnego;Produkt złożony produkt złożony 
Colixyme;Colistini sulfas;Weterynaryjny;;"świnia 
bydło 
kura 
Indyk";22,5 MIU/ g;Proszek do podania w wodzie do picia;Colistini sulfas 22.5 MIU/ g
Finilac vet;Cabergolinum;Weterynaryjny;;"kot 
pies";50 mcg/1 ml;Roztwór doustny;Cabergolinum 50 mcg/1 ml
Metcrean;Metformini hydrochloridum;Ludzki;;;1000 mg;Tabletki powlekane;Metformini hydrochloridum 1000 mg
Porcilis Ery+Parvo+Lepto;Szczepionka przeciw różycy, parwowirozie i leptospirozie świń, inaktywowana;Weterynaryjny;;świnia;Inaktywowane szczepy:Erysipelothrix rhusiopathiae, serotyp 2 (szczep M2) ≥ 1 ppd1Parwowirus świń (szczep 014) ≥ 130 U2Leptospira interrogans serogrupy Canicola serowaru Portland-Vere(szczep Ca-12-000) ≥ 2816 U2Leptospira interrogans serogrupy Icterohaemorrhagiae serowaru Copenhageni(szczep Ic-02-001) ≥ 210 U2Leptospira interrogans serogrupy Australis serowaru Bratislava (szczep As-05-073) ≥ 1310 U2Leptospira kirschneri serogrupy Grippotyphosa serowaru Dadas (szczep Gr-01-005) ≥ 648 U2Leptospira interrogans serogrupy Pomona serowaru Pomona (szczep Po-01-000) ≥ 166 U2Leptospira santarosai serogrupy Tarassovi serowaru Gatuni (szczep S1148/02) ≥ 276 U2;Zawiesina do wstrzykiwań;Szczepionka przeciw różycy, parwowirozie i leptospirozie świń, inaktywowana -
Izotek 20 mg;Isotretinoinum;Ludzki;;;20 mg;Kapsułki miękkie;Isotretinoinum 20 mg
Mycoflor;Florfenicolum;Weterynaryjny;;świnia;200 mg/ml;Roztwór do podania w wodzie do picia;Florfenicolum 200 mg/ml
Eurican L multi;Szczepionka przeciw leptospirozie psów, inaktywowana;Weterynaryjny;;pies;Inaktywowane bakterie Leptospira interrogans serogrupy i serowaru Canicola, szczep 16070 aktywność zgodna z Ph. Eur. 447*Inaktywowane bakterie Leptospira interrogans serogrupy i serowaru Icterohaemorrhagiae, szczep16069 aktywność zgodna z Ph. Eur. 447*Inaktywowane bakterie Leptospira interrogans serogrupy i serowaru Grippotyphosa, szczepGrippo Mal 1540 aktywność zgodna z Ph. Eur. 447** ≥80% ochrony u chomików;Zawiesina do wstrzykiwań;Szczepionka przeciw leptospirozie psów, inaktywowana -
Canigen DHPPi/L;Szczepionka przeciw nosówce, adenowirozie, parwowirozie i wirusowi parainfluenzyoraz leptospirozie psów;Weterynaryjny;;pies;Żywy atenuowany wirus nosówki psów (CDV) - szczep Lederle 10^3,0 - 10^4,9 CCID50*Żywy atenuowany adenowirus psów typ 2 (CAV-2) - szczep Manhattan 10^4,0 - 10^6,0 CCID50*Żywy atenuowany parwowirus psów (CPV) - szczep CPV780916 10^5,0 - 10^6,8 CCID50*Żywy atenuowany wirus parainfluenzy psów (CPiV) - szczep Manhattan 10^5,0- 10^6,9 CCID50** dawka zakażająca 50 % komórek hodowliZawiesina:Inaktywowane Leptospira interrogans:- serogrupa Canicola serowar Canicola, szczep 601903 4350-7330 U**- serogrupa Icterohaemorrhagiae serowar Icterohaemorrhagiae, szczep 601895 4250-6910 U**** Masa antygenu w jednostkach ELISA;Liofilizat i zawiesina do sporządzania zawiesiny do wstrzykiwań;Szczepionka przeciw nosówce, adenowirozie, parwowirozie i wirusowi parainfluenzy oraz leptospirozie psów -
Bortezomib Hetero;Bortezomibum;Ludzki;;;3,5 mg;Proszek do sporządzania roztworu do wstrzykiwań;Bortezomibum 3,5 mg 
Almiden;Amlodipinum;Ludzki;;;5 mg ;Tabletki;Amlodipinum 5 mg 
Almiden;Amlodipinum;Ludzki;;;10 mg ;Tabletki;Amlodipinum 10 mg 
Tadalafil Bluescience;Tadalafilum;Ludzki;;;2,5 mg ;Tabletki powlekane;Tadalafilum 2,5 mg 
Solpadeine Control;Paracetamolum + Coffeinum;Ludzki;;;500 mg  + 65 mg ;Tabletki musujące;Paracetamolum 500 mg  + Coffeinum 65 mg 
Omegaflex special bez elektrolitów;Produkt złożony;Ludzki;Nutriflex Omega special without electrolytes;;-;Emulsja do infuzji;Roztwór aminokwasów  - + Roztwór glukozy  - + Emulsja tłuszczowa  - + Glucosum monohydricum 396,0 g/1000 ml + Acidum asparticum 5,250 g/1000 ml + prolina 11,90 g/1000 ml + fenyloalanina 12,29 g/1000 ml + Glicyna 5,780 g/1000 ml + Alaninum 16,98 g/1000 ml + Glutamic acid 12,27 g/1000 ml + Triglicerydy nasyconych kwasów tłuszczowych o średniej długości łańcucha 100,0 g/1000 ml + Omega-3 acidorum triglycerida 20,00 g/1000 ml + Valine 9,010 g/1000 ml + Histidinum 4,380 g/1000 ml + izoleucyna 8,210 g/1000 ml + Methioninum 6,840 g/1000 ml + Arginina 9,450 g/1000 ml + Treoninum 6,350 g/1000 ml + lizyny chlorowodorek 8,940 g/1000 ml + Tryptophanum 2,000 g/1000 ml + Oleum sojae purificatum 80,00 g/1000 ml + Serine 10,50 g/1000 ml
Omegaflex peri;Produkt złożony;Ludzki;Nutriflex Omega peri;;-;Emulsja do infuzji;Roztwór aminokwasów  - + Roztwór glukozy  - + Emulsja tłuszczowa  - + Triglicerydy nasyconych kwasów tłuszczowych o średniej długości łańcucha 100,0 g/1000 ml + Oleum sojae purificatum 80,0 g/1000 ml + Omega-3 acidorum triglycerida 20,00 g/1000 ml + prolina 6,800 g/1000 ml + Alaninum 9,700 g/1000 ml + Treoninum 3,640 g/1000 ml + Methioninum 3,920 g/1000 ml + Kalii acetas 5,886 g/1000 ml + Tryptophanum 1,140 g/1000 ml + lizyny chlorowodorek 5,680 g/1000 ml + Glicyna 3,300 g/1000 ml + Leucine 6,260 g/1000 ml + Arginina 5,400 g/1000 ml + Valine 5,200 g/1000ml + Glutamic acid 7,000 g/1000 ml + Natrii hydroxidum 1,6000 g/1000 ml + Serine 6,000 g/1000 ml + Acidum asparticum 3,000 g/1000 ml + Natrii dihydrophosphas dihydricus 2,340 g/1000 ml + Magnesii acetas tetrahydricus 1,288 g/1000 ml + fenyloalanina 7,020 g/1000 ml + Natrii chloridum 2,162 g/1000 ml + Natrii acetas trihydratas 1,088 g/1000 ml + wapnia chlorek dwuwodny 0,882 g/1000 ml + Histidinum 3,380 g/1000 ml + Glucosum monohydricum 176,0 g/1000 ml + Cynku octan dwuwodny 13.2 g/1000 ml
Tadalafil Bluescience;Tadalafilum;Ludzki;;;5 mg ;Tabletki powlekane;Tadalafilum 5 mg 
Tadalafil Bluescience;Tadalafilum;Ludzki;;;10 mg ;Tabletki powlekane;Tadalafilum 10 mg 
Tadalafil Bluescience;Tadalafilum;Ludzki;;;20 mg ;Tabletki powlekane;Tadalafilum 20 mg 
Lacosamide Neuraxpharm;Lacosamidum;Ludzki;Lacosamide Glenmark;;50 mg ;Tabletki powlekane;Lacosamidum 50 mg 
Lacosamide Neuraxpharm;Lacosamidum;Ludzki;Lacosamide Glenmark;;100 mg;Tabletki powlekane;Lacosamidum 100 mg
Lacosamide Neuraxpharm;Lacosamidum;Ludzki;Lacosamide Glenmark;;150 mg ;Tabletki powlekane;Lacosamidum 150 mg 
Lacosamide Neuraxpharm;Lacosamidum;Ludzki;Lacosamide Glenmark;;200 mg ;Tabletki powlekane;Lacosamidum 200 mg 
Lustork;Progesteronum;Ludzki;;;100 mg;Tabletki dopochwowe;Progesteronum 100 mg
Lustork;Progesteronum;Ludzki;;;200 mg;Tabletki dopochwowe;Progesteronum 200 mg
Dulcobis;Bisacodylum;Ludzki;;;10 mg;Czopki;Bisacodylum 10 mg
Noclaud;Cilostazolum;Ludzki;;;100 mg;Tabletki;
Elidel;Pimecrolimusum;Ludzki;;;10 mg/g;Krem;Pimecrolimusum 10 mg/g
Ketamidor;Ketamini hydrochloridum;Weterynaryjny;;"świnia 
bydło 
pies 
kot 
koń";100 mg/ml;Roztwór do wstrzykiwań;Ketamini hydrochloridum 100 mg/ml
Zilibra;Lacosamidum;Ludzki;;;50 mg;Tabletki powlekane;Lacosamidum 50 mg 
Zilibra;Lacosamidum;Ludzki;;;100 mg;Tabletki powlekane;Lacosamidum 100 mg 
Zilibra;Lacosamidum;Ludzki;;;150 mg;Tabletki powlekane;Lacosamidum 150 mg 
Zilibra;Lacosamidum;Ludzki;;;200 mg;Tabletki powlekane;Lacosamidum 200 mg 
Camlocor;Candesartanum cilexetili + Amlodipinum;Ludzki;;;16 mg  + 5 mg ;Tabletki;Candesartanum cilexetili 16 mg  + Amlodipinum 5 mg 
Camlocor;Candesartanum cilexetili + Amlodipinum;Ludzki;;;8 mg  + 5 mg ;Tabletki;Candesartanum cilexetili 8 mg  + Amlodipinum 5 mg 
Arthryl;Glucosamini sulfas;Ludzki;;;1500 mg;Proszek do sporządzania roztworu doustnego;
Fromilid Uno;Clarithromycinum;Ludzki;;;500 mg;Tabletki o zmodyfikowanym uwalnianiu;
Ditropan;Oxybutynini hydrochloridum;Ludzki;;;5 mg;Tabletki;Oxybutynini hydrochloridum 5 mg
Decilosal;Cilostazolum;Ludzki;;;100 mg;Tabletki;Cilostazolum 100 mg
Afobam;Alprazolamum;Ludzki;;;0,5 mg;Tabletki;Alprazolamum 0.5 mg
Ketilept;Quetiapinum;Ludzki;;;200 mg;Tabletki powlekane;Quetiapinum 200 mg
Otrivin Menthol;Xylometazolini hydrochloridum;Ludzki;;;1 mg/ml;Aerozol do nosa, roztwór;Xylometazolini hydrochloridum 1 mg/ml
Afobam;Alprazolamum;Ludzki;;;0,25 mg;Tabletki;Alprazolamum 0.25 mg
Flustad MAX;Ibuprofenum + Phenylephrinum;Ludzki;;;400 mg  + 10 mg ;Tabletki powlekane;Ibuprofenum 400 mg  + Phenylephrinum 10 mg 
Fluconazole PPH;Fluconazolum;Ludzki;;;100 mg;Kapsułki twarde;Fluconazolum 100 mg
Fluconazole PPH;Fluconazolum;Ludzki;;;150 mg;Kapsułki twarde;Fluconazolum 150 mg
Lorafen;Lorazepamum;Ludzki;;;1 mg;Tabletki drażowane;Lorazepamum 1 mg
Ibrance;Palbociclibum;Ludzki;;;75 mg;Kapsułki twarde;Palbociclibum 75 mg
Ibrance;Palbociclibum;Ludzki;;;100 mg;Kapsułki twarde;Palbociclibum 100 mg
Ibrance;Palbociclibum;Ludzki;;;125 mg;Kapsułki twarde;Palbociclibum 125 mg
Dilorym;Carvedilolum + Ivabradinum;Ludzki;;;6,25 mg + 5 mg;Tabletki powlekane;Carvedilolum 6,25 mg + Ivabradinum 5 mg 
Dilorym;Carvedilolum + Ivabradinum;Ludzki;;;6,25 mg + 7,5 mg;Tabletki powlekane;Carvedilolum 6,25 mg  + Ivabradinum 7,5 mg 
Krople Venol;Tinctura composita ex: Hippocastani flore, Ginkgonis folio, Matricariae flore, Calendulae flore;Ludzki;;;1 mL/1mL;Krople doustne, płyn;Tinctura composite (1:3-4) ex: Hippocastani flore, Ginkgonis folio, Matricariae flore, Calendulae flore (1/1/1/1). 100 ml
Emtricitabine/Tenofovir disoproxil Krka;Emtricitabinum + Tenofovirum disoproxilum;Ludzki;;;200 mg + 245 mg;Tabletki powlekane;Emtricitabinum 200 mg + Tenofovirum disoproxilum 245 mg
Dilorym;Carvedilolum + Ivabradinum;Ludzki;;;12,5 mg + 5 mg;Tabletki powlekane;Carvedilolum 12,5 mg  + Ivabradinum 5 mg 
Dilorym;Carvedilolum + Ivabradinum;Ludzki;;;12,5 mg + 7,5 mg;Tabletki powlekane;Carvedilolum 12,5 mg  + Ivabradinum 7,5 mg 
Dilorym;Carvedilolum + Ivabradinum;Ludzki;;;25 mg + 5 mg;Tabletki powlekane;Carvedilolum 25 mg  + Ivabradinum 5 mg 
Dilorym;Carvedilolum + Ivabradinum;Ludzki;;;25 mg + 7,5 mg;Tabletki powlekane;Carvedilolum 25 mg  + Ivabradinum 7,5 mg 
Efferalgan;Paracetamolum;Ludzki;;;500 mg;Tabletki musujące;
Ceglar;Valganciclovirum;Ludzki;;;450 mg;Tabletki powlekane;Valganciclovirum 450 mg
Atremia;Anagrelidum;Ludzki;;;0,5 mg ;Kapsułki twarde;Anagrelidum 0,5 mg 
Atremia;Anagrelidum;Ludzki;;;1 mg ;Kapsułki twarde;Anagrelidum 1 mg 
Tranxene;Dikalii clorazepas;Ludzki;;;5 mg;Kapsułki twarde;Dikalii clorazepas 5 mg
Teenia;Drospirenonum + Ethinylestradiolum;Ludzki;;;3 mg + 0,02 mg;Tabletki powlekane;Drospirenonum 3 mg + Ethinylestradiolum 0.02 mg
Otrivin Katar i Zatoki;Xylometazolini hydrochloridum;Ludzki;;;1 mg/ml;Aerozol do nosa, roztwór;Xylometazolini hydrochloridum 1 mg
Vicebrol BIO;Vinpocetinum;Ludzki;;;5 mg;Tabletki;Vinpocetinum 5 mg
Co-Bespres;Valsartanum + Hydrochlorothiazidum;Ludzki;;;160 mg + 25 mg;Tabletki powlekane;Valsartanum 160 mg + Hydrochlorothiazidum 25 mg
Rovac;Inaktywowane E. coli K99 (F5) + Rotawirus bydlęcy, szczep TM-91, serotyp G6P1, inaktywowany + Koronawirus bydlęcy, szczep C-197, inaktywowany;Weterynaryjny;;bydło;"-rotavirus bydlęcy, szczep TM-91, serotyp G6P1 (inaktywowany): 2/3 dawki szczepionki indukuje ≥ 6,0 log2 (VNT)*;-koronawirus bydlęcy, szczep C-197 (inaktywowany): 2/3 dawki szczepionki indukuje ≥ 5,0 log2 (HIT)**;-adhezyna E.coli F5 (K99): 2/3 dawki indukuje ≥ 40% hamowania (ELISA)***;* VNT-Test neutralizacji wirusa,**HIT- Test hamowania hemaglutynacji,***ELISA- enzymatyczny test immunosorpcyjny.";Emulsja do wstrzykiwań;Inaktywowane E. coli K99 (F5) 40 ELISA unit/2 ml + Koronawirus bydlęcy, szczep C-197, inaktywowany 2.32 HIT/2 ml + Rotawirus bydlęcy, szczep TM-91, serotyp G6P1, inaktywowany 2.58 Brak danych/2 ml
Anagrelide Vipharm;Anagrelidum;Ludzki;;;0,5 mg;Kapsułki twarde;Anagrelidum 0,5 mg 
Anagrelide Vipharm;Anagrelidum;Ludzki;;;1 mg;Kapsułki twarde;Anagrelidum 1 mg
Grenalvon;Anagrelidum;Ludzki;;;0,5 mg ;Kapsułki twarde;Anagrelidum 0,5 mg 
Solutyl;Tylozyna;Weterynaryjny;;"kura 
świnia 
Bydło (cielę) 
Indyk";900 g/1 kg;Proszek do sporządzania roztworu doustnego;Tylozyna  900 g/1 kg
Grenalvon;Anagrelidum;Ludzki;;;1 mg ;Kapsułki twarde;Anagrelidum 1 mg 
Anagrelide Stada;Anagrelidum;Ludzki;;;0,5 mg;Kapsułki twarde;Anagrelidum 0,5 mg 
Parofor;Paromomycinum;Weterynaryjny;;"bydło 
świnia";70.000 j.m./g;Proszek do podania w wodzie do picia lub w mleku (preparacie mlekozastępczym);Paromomycin 70.000 j.m./g
Efex;Marbofloxacinum;Weterynaryjny;;"pies 
kot";10,0 mg;Tabletka do rozgryzania i żucia;Marbofloxacinum  10 mg
Efex;Marbofloxacinum;Weterynaryjny;;pies;40 mg;Tabletki do rozgryzania i żucia;Marbofloxacinum  40 mg
Beduo;Thiamini hydrochloridum + Pyridoxini hydrochloridum;Ludzki;;;100 mg + 100 mg;Tabletki powlekane;Thiamini hydrochloridum 100 mg + Pyridoxini hydrochloridum 100 mg
Efex;Marbofloxacinum;Weterynaryjny;;pies;100 mg;Tabletki do rozgryzania i żucia;Marbofloxacinum  100 mg
Anagrelide Accord;Anagrelidum;Ludzki;;;0,5 mg ;Kapsułki twarde;Anagrelidum 0,5 mg 
Libeo;Furosemidum;Weterynaryjny;;pies;10 mg;Tabletka do rozgryzania i żucia;Furosemidum 10 mg
Anagrelide Accord;Anagrelidum;Ludzki;;;1 mg ;Kapsułki twarde;Anagrelidum 1 mg 
Libeo;Furosemidum;Weterynaryjny;;pies;40 mg;Tabletka do rozgryzania i żucia;Furosemidum 40 mg
Fiasp;Insulinum aspartum;Ludzki;;;100 j/ml;Roztwór do wstrzykiwań;Insulinum aspartum 100 j/ml
Anagrelide Zentiva;Anagrelidum;Ludzki;;;0,5 mg ;Kapsułki twarde;Anagrelidum 0,5 mg 
Pemetrexed Zentiva;Pemetrexedum;Ludzki;;;25 mg/ml;Koncentrat do sporządzania roztworu do infuzji;Pemetrexedum 25 mg/ml
Pemetrexed Adamed;Pemetrexedum;Ludzki;;;25 mg/ml;Koncentrat do sporządzania roztworu do infuzji;Pemetrexedum 25 mg/ml
Metronidazol Polpharma;Metronidazolum;Ludzki;;;500 mg;Tabletki;Metronidazolum 500 mg
